round,loss,accuracy
1,7.461193977840363,0.7142857142857143
2,4.823850427355085,0.7936507936507936
3,6.576121398380825,0.7301587301587301
4,4.681376237717886,0.7777777777777778
5,4.995977901277088,0.7619047619047619
